Day,Location,Min Delay,Bound
Saturday,QUEEN AND KINGSTON RD,10,E
Saturday,KING AND SPADINA,10,E
Saturday,DISTILLERY LOOP,18,E
Saturday,QUEEN AND WAVERLY,38,E
Saturday,QUEEN AND RONCESVALLES,10,W
Saturday,QUEEN AND KINGSTON,10,W
Saturday,DUNDAS AND BAY,10,E
Saturday,SPADINA STATION,15,N
Saturday,DISTILLERY LOOP,10,E
Saturday,DUNDAS AND BATHURST,23,W
Saturday,DUNDAS AND LANSDOWNE,10,E
Saturday,KING AND CHURCH,10,W
Saturday,DUNDAS AND JARVIS,10,E
Saturday,QUEEN AND CARLAW,28,E
Saturday,GERRARD AND RIVER,47,W
Saturday,BAY AND DUNDAS,10,S
Saturday,QUEEN AND KINGSTON,10,E
Sunday,QUEEN AND NIAGARA ST,10,E
Sunday,BATHURAT AND COLLEGE,10,S
Sunday,BATHUST AND COLLEGE,10,S
Sunday,COXWELL AND EASTWOOD,5,W
Sunday,ST CLAIR AND BATHURST,8,E
Sunday,PARLIAMENT AND DUNDAS,10,S
Sunday,LAKESHORE AND BROWNSLI,6,W
Sunday,WOLSELEY LOOP,12,E
Sunday,ST CLAIR AND YONGE,6,W
Sunday,QUEEN AND BATHURST,8,W
Sunday,YORK AND KING,10,E
Sunday,KING AND CHURCH,10,E
Sunday,GUNN AND TARRAGONA,6,E
Sunday,DUNDAS AND BAY,60,E
Sunday,KING AND YONGE,10,E
Sunday,SPADINA AND FORT YORK,6,S
Sunday,DUNDAS AND UNIVERSITY,17,W
Sunday,BINGHAM LOOP,10,W
Sunday,WOODBINE LOOP,10,W
Sunday,DUNDAS WEST STATION,10,W
Sunday,QUEEN AND COXWELL,10,E
Sunday,KINGSTON AND WOODBINE,24,W
Sunday,FLEET AND BASTION,10,E
Sunday,FLEET LOOP,10,S
Sunday,DUNDAS AND OSSINGTON,18,W
Sunday,DUNDAS AND BRAODVIEW,10,E
Monday,CARLTON AND BERKLEY,30,W
Monday,LAKESHORE AND ISLINGTO,30,W
Monday,QUEENS QUAY W AND SPAD,10,W
Monday,QUEENS QUAY AND SPADIN,21,W
Monday,KING AND YORK,10,E
Monday,MCCAUL ST AND STEPHANI,60,N
Monday,ST CLAIR STATION,5,W
Monday,RONCESVALLES AND HOWAR,5,N
Monday,DUNDAS AND GLASDSTONE,12,E
Monday,GUNNS LOOP,5,E
Monday,BROADVIEW AND DUNDAS,10,S
Monday,KING AND QUEEN,10,W
Monday,TRANSIT AND WILSON,8,S
Monday,BATHURST AND KING,5,E
Monday,QUEEN AND JARVIS,5,W
Monday,MCCAUL AND QUEEN,10,S
Monday,LAKESHORE AND FORTIETH,10,W
Monday,LAKE SHORE AND THIRTY,10,W
Monday,MAIN STREET STATION,10,W
Monday,QUEEN AND WOODBINE,33,E
Monday,SUNNYSIDE LOOP,10,E
Monday,QUEEN AND KINGSTON,10,E
Monday,QUEEN AND SPADINA,5,E
Monday,KING AND BAY,10,E
Monday,DUNDAS AND JARVIS,15,W
Monday,DUNDAS AND BAY,10,W
Monday,QUEEN AND JARVIS,45,E
Monday,SPADINA AND COLLEGE,7,N
Monday,4A SPADINA AVE,10,W
Monday,MCCAUL AND DUNDAS,10,N
Monday,SPADINA STATION,10,S
Monday,NEVILLE LOOP,20,W
Tuesday,GERRARD AND COXWELL,10,E
Tuesday,UNION STATION,12,W
Tuesday,NEVILLE PARK LOOP,15,E
Tuesday,BATHURST AND QUEEN,8,S
Tuesday,UPPER GERRARD AND BEAT,9,E
Tuesday,QUEENS QUAY AND SPADIN,11,E
Tuesday,WILSON GARAGE,8,W
Tuesday,DUNDAS WEST STATION,8,E
Tuesday,ST CLAIR AND LANSDOWNE,5,W
Tuesday,ST. CLAIR STATION,5,W
Tuesday,ST. CLAIR STATION,5,W
Tuesday,KINGSTON ROAD AND DIXO,12,N
Tuesday,CHURCH AND QUEEN,10,S
Tuesday,QUEEN AND WOODFIELD,10,W
Tuesday,DUNDAS AND RONCESVALLE,12,W
Tuesday,ST. CLAIR STATION,3,E
Tuesday,QUEEN AND LESLIE,10,W
Tuesday,GERRARD AND COXWELL,9,E
Tuesday,KING AND SPADINA,10,E
Tuesday,QUEENS QUAY AND BATHUR,10,W
Tuesday,BATHURST AND KING,5,S
Tuesday,KING AND UNIVERSITY,15,E
Tuesday,QUEEN AND CARROLL,5,E
Tuesday,ST CLAIR STATION,3,W
Tuesday,KING AND SHAW,5,E
Tuesday,LAKESHORE AND KIPLING,18,W
Tuesday,KING AND PARLIAMENT,5,E
Tuesday,QUEEN'S QUAY LOOP,30,N
Tuesday,SPADINA STATION,10,N
Tuesday,GERRARD AND COXWELL,10,E
Tuesday,KING AND DUFFERIN,60,W
Tuesday,RONCESVALLES AND QUEEN,5,W
Tuesday,SPADINA STATION,10,S
Tuesday,SPADINA AND WILCOCKS,9,S
Tuesday,KING AND SHAW,30,W
Tuesday,SPADINA AND COLLEGE,12,N
Tuesday,QUEENS QUAY LOOP,10,N
Tuesday,DUNDAS AND UNIVERSITY,10,E
Tuesday,QUEEN AND KINGSTON,14,E
Tuesday,KINGSTON AND QUEEN,11,E
Tuesday,DUNDAS WEST STATION,5,W
Wednesday,GERRARD AND RIVER,9,B
Wednesday,SPADINA AND COLLEGE,33,S
Wednesday,KINGSTON LOOP,8,E
Wednesday,SPADINA AND WILCOX,14,N
Wednesday,QUEEN AND BATHURST,8,E
Wednesday,ST CLAIR AVE W AND KEE,3,E
Wednesday,DUNDAS AND SHERBOURNE,8,E
Wednesday,BROADVIEW AND DUNDAS,9,S
Wednesday,QUEEN AND SHAW,9,W
Wednesday,ST CLAIR AND DUFFERIN,3,W
Wednesday,ST CLAIR AND WINONA,3,E
Wednesday,KING AND SACKVILLE,8,E
Wednesday,WOLSELEY LOOP,8,E
Wednesday,GERRARD AND COXWELL,9,E
Wednesday,GERRARD AND ASHDALE,13,E
Wednesday,DUNDAS AND GLADSTONE,12,W
Wednesday,ST CLAIR AND OLD WESTO,5,E
Wednesday,ST CLAIR AND VAUGHAN,5,W
Wednesday,ST CLAIR AND VAUGHAN,5,W
Wednesday,CARLTON AND SHERBOURNE,9,W
Wednesday,SPADINA AND DUNDAS,26,N
Wednesday,SPADINA STATION,10,W
Wednesday,KING AND DUFFERIN,5,W
Wednesday,QUEEN AND KINGSTON,7,E
Wednesday,ST CLAIR AND VAUGHAN,4,W
Wednesday,SPADINA AND QUEEN,10,W
Wednesday,QUEENS QUAY AND REES,8,W
Wednesday,DUNDAS AND MUNRO,10,E
Wednesday,SPADINA AND QUEENS QUA,10,W
Wednesday,QUEEN AND RONCESVALLED,10,E
Wednesday,QUEEN AND WOODFIELD,10,W
Wednesday,QUEEN AND WOODFIELD,10,W
Wednesday,QUEENS QUAY AND HARBOU,12,W
Wednesday,KING AND JOHN,5,W
Wednesday,QUEEN AND CARROLL,5,E
Wednesday,QUEEN AND DVP,19,E
Wednesday,QUEEN AND DVP,19,E
Wednesday,KING AND YORK,10,E
Wednesday,DUNDAS AND BAY,10,W
Wednesday,QUEEN AND WOODFIELD,10,S
Wednesday,KING AND SUMACH,5,E
Wednesday,RICHMOND AND YONGE,8,W
Wednesday,KING AND JOHN,5,W
Wednesday,ST CLAIR STATION,6,W
Wednesday,WOLSELEY LOOP,8,N
Wednesday,COXWELL AND GERRARD,1,N
Wednesday,KING AND JOHN,10,W
Wednesday,KING AND JOHN,10,W
Wednesday,CHARLOTTE AND KING,10,E
Wednesday,SPADINA STATION,8,S
Wednesday,CHURCH AND KING,9,N
Wednesday,KING AND BAY,10,W
Thursday,QUEEN AND LESLIE,16,E
Thursday,QUEEN AND LESLIE,10,E
Thursday,QUEEN AND LESLIE,10,E
Thursday,QUEEN AND LESLIE,14,W
Thursday,SPADINA AND FORT YORK,35,S
Thursday,ST CLAIR AND OLD WESTO,3,E
Thursday,ST CLAIR STATION,5,E
Thursday,COXWELL AND LOWER GERR,20,W
Thursday,DUNDAS AND BAY,14,W
Thursday,SPADINA AND DUNDAS,10,S
Thursday,KING AND YONGE,5,E
Thursday,ST CLAIR AND CHRISTIE,5,E
Thursday,QUEEN AND SUMACH,14,E
Thursday,DUFFERIN AND KING,44,W
Thursday,MAIN STATION,9,W
Thursday,SPADINA AND KING,5,E
Thursday,QUEEN AND SOHO,8,W
Thursday,ST CLAIR AND ARLINGTON,5,E
Thursday,QUEEN AND GREENWOOD,10,E
Thursday,SPADINA AND BREMNER,10,N
Thursday,SPADINA AND COLLEGE,37,S
Thursday,CARLTON AND PARLIAMENT,9,E
Thursday,BROADVIEW AND MOUNTSTE,5,N
Thursday,BROADVIEW AND MOUNT ST,5,E
Thursday,QUEEN AND RONCESVALLES,10,W
Thursday,WOODBINE LOOP,10,W
Thursday,QUEEN AND BALSAM,56,E
Thursday,KINGSTON AND ELMER,10,S
Thursday,WOLSELEY LOOP,5,E
Thursday,BATHURST AND BLOOR,10,S
Thursday,QUEENS QUAY AND HARBOU,8,N
Thursday,QUEEN AND WOODFIELD,10,W
Thursday,CHURCH AND KING,5,E
Thursday,DUNDAS AND LANSDOWNE,8,N
Thursday,KING AND PETER,26,S
Thursday,UNION STATION,10,S
Thursday,SPADINA AND KING,2,W
Thursday,GERRARD AND ALTON,10,E
Thursday,GERRARD AND ALTON,10,E
Thursday,GERRARD AND GREENWOOD,13,E
Thursday,UNION STATION,12,N
Thursday,CHERRY AND FRONT,5,W
Thursday,COXWELL AND QUEEN,8,N
Friday,QUEEN AND LANSDOWNE,20,E
Friday,NEVELLE PARK LOOP,10,E
Friday,SPADINA AND QUEENS QUA,10,N
Friday,QUEENS QUAY AND REES,7,E
Friday,WOLSELEY LOOP,8,W
Friday,QUEEN AND AUGUST,8,E
Friday,DUNDAS AND CHURCH,12,E
Friday,ST CLAIR AND YONGE,5,W
Friday,LANSDOWNE AND COLLEGE,10,E
Friday,BROADVIEW AND QUEEN,8,N
Friday,WOODBINE LOOP,8,W
Friday,VICTORIA AND DUNDAS,25,W
Friday,ST CLAIR AND VAUGHAN,6,W
Friday,COLLEGE AND AUGUSTA,10,E
Friday,DUNDAS AND LANSDOWNE,10,W
Friday,LESLIE BARNS,5,W
Friday,HUMBER LOOP AND QUEENS,10,E
Friday,WOLSELEY LOOP,5,E
Friday,LAKESHORE AND MILES,10,N
Friday,COLLEGE AND QUEENS PAR,14,W
Friday,CHARLOTTE LOOP,6,S
Friday,QUEEN AND PETER,10,E
Friday,KING AND QUEEN (WEST),10,W
Friday,DUNDAS AND JARVIS,10,E
Friday,DISTILLERY LOOP,10,E
Friday,GERRARD AND KINSMOUNT,19,W
Friday,ST CLAIR WEST STATION,10,W
Friday,QUEEN AND SPADINA,10,E
Friday,DUNDAS AND ONTARIO,10,W
Saturday,DUNDAS AND ONTARIO,10,E
Saturday,ST CLAIR W AND LAUGHTO,10,E
Saturday,LANSDOWNE AND COLLEGE,10,S
Saturday,BATHURST AND FRONT,12,N
Saturday,DUNDAS WEST AND BLOOR,10,W
Saturday,QUEEN AND CHURCH,8,N
Saturday,BATHURST STATION,10,N
Saturday,QUEEN AND JOHN,8,W
Saturday,ST CLAIR AND SPADINA,5,W
Saturday,QUEEN AND BATHURST,8,W
Saturday,QUEEN AND RIVER,10,E
Saturday,QUEEN AND WOODFIELD,10,W
Saturday,DUNDAS AND DOVERCOURT,10,W
Saturday,QUEEN AND CHURCH,10,E
Saturday,QUEEN AND UNIVERSITY,30,W
Saturday,DUNDAS AND BLOOR,30,W
Saturday,KING AND JARVIS,10,W
Saturday,QUEEN AND SPADINA,25,W
Saturday,QUEEN AND SOHO,17,W
Saturday,DUNDAS AND VICTORIA,30,W
Saturday,DUNDAS AND SPADINA,30,W
Saturday,SPADINA AND KING,25,W
Saturday,DUNDAS WEST STATION,10,W
Saturday,KING AND DUFFERIN,5,W
Saturday,SPADINA AND QUEEN,45,E
Saturday,GERRARD AND EAST RIVER,8,W
Saturday,COLLEGE AND BROCK,28,E
Saturday,ADELAIDE AND CHURCH,10,E
Saturday,NEVILLE LOOP,10,W
Saturday,KING AND SPADINA,5,W
Saturday,CHARLOTTE AND KING,10,S
Saturday,SPADINA AND QUEEN,10,S
Saturday,BATHURST AND QUEEN,10,S
Saturday,DUNDAS AND BEVERLEY,6,W
Saturday,ST CLAIR AND YONGE,8,W
Saturday,DUNDAS AND SPADINA,10,W
Saturday,DUNDAS AND BEVERLEY,30,W
Sunday,KING AND SPADINA,10,W
Sunday,GUNNS AND WESTON,10,W
Sunday,QUEEN AND JOHN,20,E
Sunday,SPADINA AND NASSAU,15,S
Sunday,KING AND SUMACH,5,E
Sunday,CHARLOTTE LOOP,10,S
Sunday,GERRARD AND CARLAW,10,E
Sunday,GERRARD AND DE GRASSI,10,S
Sunday,PARLIAMENT AND DUNDAS,10,S
Sunday,QUEEN AND RONCESVALLES,9,E
Sunday,COXWELL AND QUEEN,10,S
Sunday,KING AND SUMACH,5,E
Sunday,DUNDAS WEST STATION,10,N
Sunday,KING AND YONGE,9,E
Sunday,DUNDAS AND BAY,11,W
Sunday,DUNDAS WEST STATION,12,E
Sunday,QUEEN AND STRACHAN,30,W
Sunday,BROADVIEW AND GERRARD,10,E
Sunday,KING AND PETER,10,W
Sunday,KING AND SPADINA,10,W
Sunday,SPADINA AND KING,10,N
Sunday,DUNDAS AND SPADINA,10,W
Sunday,QUEEN AND SHAW,50,E
Sunday,ST CLAIR AND VAUGHAN,30,W
Sunday,SPADINA AND COLLEGE,6,S
Sunday,BATHURST AND QUEEN,15,S
Sunday,QUEEN AND NEVILLE,30,E
Sunday,WELLINGTON AND CHUCH,5,W
Sunday,BATHURST AND QUEENS QU,9,E
Sunday,FLEET AND BATHURST,10,W
Sunday,HUMBER LOOP,10,E
Sunday,QUEEN AND EASTERN,10,E
Sunday,KING ST W AND SUDBURY,5,E
Sunday,DUNDAS AND BROADVIEW,10,E
Monday,YONGE AND COLLEGE,30,S
Monday,QUEEN AND BROADVIEW,10,W
Monday,FLEET AND BATHURST,10,E
Monday,SPADINA AND DUNDAS,9,N
Monday,QUEEN AND KINGSTON,10,W
Monday,QUEEN AND BROADVIEW,6,E
Monday,UNION STATION,9,N
Monday,DUNDAS AND DENISON,10,E
Monday,QUEEN AND SPADINA,10,W
Monday,SPADINA AND KING,12,N
Monday,KING AND YORK,13,W
Monday,ST CLAIR AND LANSDOWNE,5,W
Monday,QUEEN AT CHURCH,15,W
Monday,ST CLAIR AND WINONA,5,E
Monday,KING AND VICTORIA,28,E
Monday,KING AND VICTORIA,10,E
Monday,KING AND VICTORIA,20,E
Monday,QUEEN AND BAY,8,E
Monday,GERRARD AND COXWELL,10,W
Monday,QUEEN AND OSSINGTON,10,E
Monday,KING AND VICTORIA,12,E
Monday,WOLSELEY LOOP,8,E
Monday,KING AND BAY,10,E
Monday,COLLEGE AND BATHURST,58,W
Monday,QUEEN AND LOGAN,10,W
Monday,KING AND YONGE,10,E
Monday,SPADINA AND KING,8,S
Monday,BROADVIEW AND QUEEN,22,E
Monday,HOWARD PARK AND RONCES,10,W
Monday,ST CLAIR STATION,6,W
Monday,QUEEN AND PARLIAMENT,10,E
Monday,BATHURST STATION,10,S
Monday,DISTILLERY LOOP,5,W
Monday,DISTILLERY LOOP,5,E
Monday,GERRARD AND MUNRO,8,W
Monday,HOWARD PARK AND RONCES,10,W
Monday,RIVER AND GERRARD,40,E
Monday,GERRARD AND RIVER,50,W
Monday,SPADINA STATION,19,E
Monday,BATHURST AND PORTLAND,23,E
Monday,ST CLAIR AND VAUGHAN,10,W
Monday,EXHIBITION LOOP,10,S
Monday,NEVILLE LOOP,10,W
Monday,ST CLAIR AND DUFFERIN,10,E
Monday,KING AND SHAW,5,E
Monday,QUEEN AND BELLEFAIR,10,W
Tuesday,COLLEGE AND RUSHMORE P,30,E
Tuesday,SPADINA AND QUEEN,9,S
Tuesday,LESLIE CARHOUSE,12,E
Tuesday,SPADINA AND COLLEGE,10,E
Tuesday,DUNDAS AND STERLING,10,E
Tuesday,ST CLAIR STATION,4,W
Tuesday,DUNDAS AND UNIVERSITY,10,W
Tuesday,BATHURST AND COLLEGE,12,W
Tuesday,ST CLAIR WEST STATION,5,W
Tuesday,GERRARD AND GREENWOOD,10,E
Tuesday,QUEEN AND SORAUREN,22,E
Tuesday,QUEEN AND AUGUSTA,8,E
Tuesday,WOLSELLEY LOOP,8,S
Tuesday,470 O'CONNOR DRIVE,5,W
Tuesday,205 BATHURST STREET,8,W
Tuesday,DUNDAS AND LANSDOWNE,10,E
Tuesday,DUNDAS AND MANNING,10,E
Tuesday,COLLEGE AND DUNDAS,55,W
Tuesday,BROADVIEW AND QUEEN,5,N
Tuesday,COLLEGE AND LANSDOWNE,10,W
Tuesday,1044 COLLEGE STREET,5,W
Tuesday,DUNDAS AND CHESTNUT,17,E
Tuesday,QUEENSWAY GARAGE,6,N
Tuesday,NEVILLE LOOP,10,W
Tuesday,QUEEN AND RONCESVALLES,10,W
Tuesday,SPADINA AND KING,32,N
Tuesday,QUEEN AND BAY,5,E
Tuesday,KING AND SPADINA,10,S
Tuesday,DUFFERIN AND KING,10,E
Tuesday,QUEEN AND BAY,5,E
Tuesday,KING AND WILSON PARK,10,E
Tuesday,FLEET AND GZOWSKI,10,W
Tuesday,DUNDAS WEST STATION,10,E
Tuesday,BATHURST AND FLEET,19,S
Tuesday,FLEET AND BATHURST,22,W
Tuesday,LAKESHORE AND ROYAL YO,20,W
Tuesday,LAKESHORE AND ROYAL YO,10,W
Tuesday,DUNDAS AND HOWARD PARK,50,W
Tuesday,DUNDAS AND BATHURST,10,E
Tuesday,DUNDAS AND BATHURST,36,E
Tuesday,QUEEN AND COXWELL,10,E
Tuesday,QUEEN AND LOCKWOOD,10,W
Tuesday,KING AND CHURCH,10,E
Tuesday,RONCESVALLES AND QUEEN,6,E
Tuesday,BATHURST AND CARR,10,N
Tuesday,KING AND SUMACH,10,E
Tuesday,LONG BRANCH LOOP,10,W
Tuesday,DUNDAS WEST STATION,10,E
Tuesday,KING AND RONCESVALLES,8,W
Tuesday,LONGBRANCH LOOP,10,E
Tuesday,DUNDAS AND SHERIDAN,10,E
Wednesday,SPADINA AND COLLEGE,30,S
Wednesday,KING AND SUMACH,6,E
Wednesday,GERRARD AND RIVER,5,W
Wednesday,SPADINA AND KING,10,W
Wednesday,ST CLAIR STATION,6,W
Wednesday,SPADINA AND QUEEN,8,E
Wednesday,HIGH PARK LOOP,11,E
Wednesday,GERRARD AND GREENWOOD,10,W
Wednesday,BROADVIEW AND QUEEN,6,S
Wednesday,CARLTON AT SHERBOURNE,16,W
Wednesday,ST. CLAIR AND KEELE,3,E
Wednesday,QUEENS QUAY,9,S
Wednesday,QUEEN AND CHURCH,6,W
Wednesday,GERRARD AND PARLIAMENT,9,W
Wednesday,RICHMOND AND VICTORIA,8,W
Wednesday,QUEEN AND SPADINA,6,E
Wednesday,GERRARD AND COXWELL,10,E
Wednesday,KING AND SUMACH,5,E
Wednesday,SPADINA AND BREMNER,9,S
Wednesday,GERRARD AND COXWELL,10,E
Wednesday,YONGE AND COLLEGE,16,E
Wednesday,WILSON GARAGE,5,S
Wednesday,KINGSTON AND ORCHARD P,10,E
Wednesday,PARLIAMENT AND KING,10,S
Wednesday,QUEEN AND BATHURST,5,E
Wednesday,BROADVIEW AND QUEEN,10,E
Wednesday,FLEET AND BATHURST,50,N
Wednesday,SPADINA AND QUEENS QUA,8,N
Wednesday,QUEENS QUAY AND LOWER,60,E
Wednesday,COXWELL AND QUEEN,10,E
Wednesday,WOODBINE LOOP,10,E
Wednesday,KING AND UNIVERSITY,25,E
Wednesday,BATHURST AND KING,10,E
Wednesday,QUEEN AND KINGSTON,10,W
Wednesday,SPADINA AND BREMNER,10,N
Wednesday,BROADVIEW AND MOUNT ST,10,E
Wednesday,FLEET AND BATHURST,50,N
Wednesday,KING AND SPADINA,5,E
Wednesday,KING AND SPADINA,5,E
Wednesday,KING AND PORTLAND,5,W
Thursday,KING AND BATHURST,10,E
Thursday,UNION STATION,15,N
Thursday,QUEENS QUAY AND BAY,14,S
Thursday,KING AND SPADINA,10,E
Thursday,FERRY DOCKS,10,N
Thursday,CARLTON AND YONGE,10,W
Thursday,ST CLAIR AND YONGE,3,W
Thursday,ST CLAIR STATION,6,W
Thursday,COLLEGE AND CRAWFORD,13,W
Thursday,WOODBINE LOOP,10,E
Thursday,ST CLAIR AND OAKWOOD,3,W
Thursday,OSSINGTON AND BATHURST,13,E
Thursday,KING AND SUMACH,8,E
Thursday,VAUGHAN AND ST CLAIR,5,E
Thursday,QUEEN AND WOODFIELD,10,E
Thursday,QUEENS QUAY AND HARBOU,5,N
Thursday,RONCESVALLES AND HARVA,8,S
Thursday,QUEEN AND LOGAN,10,W
Thursday,LANSDOWNE AND COLLEGE,10,N
Thursday,QUEEN AND LOGAN,10,W
Thursday,QUEEN AND RONCESVALLES,5,E
Thursday,CHURCH AND KING,8,E
Thursday,CHURCH AND QUEEN,8,E
Thursday,BATHURST AND FLEET,10,N
Thursday,WOLSELEY LOOP,8,S
Thursday,QUEEN AND BATHURST,8,E
Thursday,BROADVIEW AT DUNDAS,10,E
Thursday,DUNDAS AND BROADVIEW,25,N
Thursday,QUEEN AND SPADINA,8,W
Thursday,KING AND YORK,15,W
Thursday,DUFFERING AND BATHURST,15,W
Thursday,COXWELL AND LOWER GERR,10,S
Thursday,COXWELL AND DUNDAS,10,N
Thursday,COXWELL AND DUNDAS,10,S
Thursday,QUEENS QUAY AND LOWER,10,N
Thursday,DUNDAS AND CHURCH,10,E
Thursday,DUNDAS WEST STATION,5,E
Thursday,KING AND UNIVERSITY,20,E
Thursday,CHURCH AND QUEEN,6,E
Thursday,RONCESVALLES AND QUEEN,10,E
Thursday,QUEEN AND BAY,10,W
Thursday,DUFFERIN AND KING,10,W
Thursday,UNION STATION,24,N
Thursday,MCCAUL LOOP,10,W
Friday,KING AND PORTLAND,6,W
Friday,COLLEGE AND BAY,20,S
Friday,DUNDAS AND JARVIS,57,E
Friday,LOWER SPADINA AND QUEE,9,S
Friday,UNION STATION,9,S
Friday,QUEEN AND GLADSTONE,30,W
Friday,COLLEGE AND BAY,9,W
Friday,WELLINGTON AND BAY,10,W
Friday,BATHURST AND QUEEN,9,N
Friday,KING AND QUEEN,31,E
Friday,ST CLAIR W AND VAUGHAN,3,E
Friday,WILSON GARAGE,9,W
Friday,KING AND BATHURST,20,E
Friday,DANFORTH AND BROADVIEW,6,E
Friday,3 KING ST E,9,E
Friday,565 GERRARD ST E,9,E
Friday,BAY AND QUEEN,9,E
Friday,LAKE SHORE AND THIRTY,10,E
Friday,UNION STATION,9,N
Friday,UNION STATION,10,N
Friday,QUEENS QUAY AND HARBOU,8,N
Friday,KING AND CHURCH,25,N
Friday,DUNDAS AND SHAW,30,W
Friday,UNION STATION,11,N
Friday,QUEEN AND MCCAUL,6,E
Friday,5A KING ST E,5,E
Friday,QUEEN AND JARVIS,10,E
Friday,QUEEN AND CHURCH,40,E
Friday,GERRARD AND PAPE,8,E
Friday,BATHUST AND QUEEN,8,S
Friday,QUEEN AND WOODFIELD,10,E
Friday,DUNDAS AND DUFFERIN,55,E
Friday,SPADINA STATION,10,S
Friday,DUNDAS WEST STATION,10,W
Friday,GUNNS AND TARRAGONA,6,E
Friday,KING AND YONGE,20,E
Friday,778 QUEEN ST E,10,E
Friday,KING AND RONCESVALLES,10,W
Friday,ST CLAIR AND DUFFERIN,6,W
Friday,DANFORTH AND CHESTER,10,W
Friday,KING AND RONCESVALLES,10,E
Friday,KING AND WILSON PARK,10,W
Friday,BROADVIEW AND GERRARD,10,N
Friday,QUEEN AND AUGUSTA,10,W
Friday,QUEENSWAY AND GLENDALE,26,E
Friday,QUEEN QUAY LOOP,10,W
Friday,BATHURST STATION,10,S
Friday,EXHIBITION LOOP,10,S
Saturday,DUNDAS WEST STATION,10,E
Saturday,DUNDAS AND BATHURST,10,W
Saturday,RONCESVALLES AND KING,10,E
Saturday,DISTILLERY LOOP,10,W
Saturday,QUEEN AND NEVILLE PARK,30,W
Saturday,BATHURST AND DAVENPORT,9,S
Saturday,KING AND NIAGARA,6,W
Saturday,QUEEN AND KINGSTON,16,E
Saturday,WILSON GARAGE,9,E
Saturday,SPADINA AND MADISON,13,N
Saturday,QUEEN AND BATHURST,9,E
Saturday,COLLEGE AND QUEENPARK,10,E
Saturday,LAKESHORE AND LEGION,20,W
Saturday,SPADINA AND DUNDAS,8,S
Saturday,COLLEGE AND DUNDAS,10,E
Saturday,RONCESVALLES AND QUEEN,22,E
Saturday,CHARLOTTE LOOP,10,W
Saturday,DUNDAS AND CHURCH,10,E
Saturday,SPADINA AND BREMNER,10,S
Saturday,JOHN AND QUEEN,5,W
Saturday,SPADINA AND BREMNER,10,N
Saturday,CHARLOTTE AND OXLEY,10,E
Saturday,KING AND QUEEN,5,W
Saturday,COLLEGE AND YONGE,10,W
Saturday,CHURCH AND QUEEN,7,E
Saturday,QUEEN AND OSSINGTON,9,E
Saturday,BROADVIEW AND WOLFREY,10,W
Saturday,DUNDAS AND BEVERLEY,10,W
Saturday,DUNDAS AND YONGE,10,E
Saturday,SPADINA STATION,8,S
Saturday,KING AND SPADINA,10,E
Saturday,RONCESVALLES AND KING,10,E
Saturday,BATHURST AND FORT YORK,10,N
Saturday,QUEEN AND CHURCH,10,W
Saturday,CARLTON AND CHURCH,11,W
Saturday,DUNDAS AND SPADINA,10,W
Saturday,DUNDAS WEST STATION,10,W
Saturday,ST CLAIR AND WINONA,10,E
Saturday,ST CLAIR AND DUFFERIN,10,E
Sunday,QUEEN AND SUDBURY,10,E
Sunday,QUEEN AND PAPE,30,E
Sunday,CHURCH AND KING,44,S
Sunday,SPADINA AND QUEENS QUA,10,S
Sunday,DUNDAS AND LANSDOWNE L,10,W
Sunday,QUEEN AND WOODFIELD,12,E
Sunday,CARLTON AND ONTARIO,10,W
Sunday,KING AND BAY,30,W
Sunday,COLLEGE AND OSSINGTON,10,N
Sunday,BROADVIEW AND GERRARD,36,W
Sunday,DUNDAS AND STERLING,22,W
Sunday,DUNDAS AND CHESTNUT,15,E
Sunday,DUFFERIN AND DAVENPORT,15,E
Sunday,DUNDAS AND YONGE,15,W
Sunday,DUNDAS STATION,12,W
Sunday,QUEEN AND BROADVIEW,10,W
Sunday,DUNDAS WEST STATION,12,E
Sunday,DUNDAS AND BLOOR,15,S
Sunday,DUNDAS AND MUNRO,47,W
Sunday,SPADINA STATION,6,N
Sunday,QUEEN AND PARLIAMENT,10,E
Sunday,DUDNAS AND DVP,15,W
Sunday,BATHURST AND COLLEGE,23,N
Sunday,SPADINA AND KING,9,S
Sunday,300 BAY ST,10,E
Sunday,KING AND JOHN,10,E
Sunday,BROADVIEW AND GERRARD,10,S
Sunday,BROADVIEW AND QUEEN,10,W
Sunday,DISTILLERY LOOP,17,N
Sunday,SPADINA STATION,9,S
Monday,BROADVIEW STATION,5,W
Monday,QUEENS QUAY AND HARBOU,9,N
Monday,SPADINA STATION,8,S
Monday,COLLEGE AND MAJOR,10,W
Monday,OSSINGTON AND COLLEGE,7,W
Monday,ST. CLAIR AND SILVERTH,3,W
Monday,CHURCH AND RICHMOND,30,S
Monday,QUEEN AND JARVIS,5,W
Monday,QUEEN AND CARROLL,10,E
Monday,KING AND SUMACH,17,W
Monday,QUEEN AND COXWELL,13,E
Monday,QUEEN AND WOODFIELD,8,E
Monday,GERRARD AND BOWMORE,9,E
Monday,SPADINA AND QUEEN,10,S
Monday,GERRARD AND PAPE,9,W
Monday,LESLIE AND QUEEN,10,N
Monday,BATHURST AND MELGUND,5,S
Monday,DUNDAS AND MUTUAL,24,W
Monday,QUEEN AND RONCESVALLES,10,W
Monday,ST CLAIR AND KEELE,6,E
Monday,WOLSELEY LOOP,8,W
