Day,Location,Min Delay,Bound
Monday,KING AND STRACHAN,38,W
Monday,KINGSTON LOOP,10,W
Monday,DUNDAS AND RONCESVALLE,13,E
Monday,QUEEN AND MCCAUL,8,W
Monday,KINGSTON LOOP,10,W
Monday,DUNDAS AND ST CLARENS,15,W
Monday,BATHURST AND KING,10,S
Monday,KING AND SHERBOURNE,10,E
Tuesday,QUEEN AND MACLEAN,30,E
Tuesday,SPADINA AND LAKESHORE,26,N
Tuesday,DUNDAS AND MUTUAL ST,17,E
Tuesday,MCCAUL LOOP,5,W
Tuesday,QUEENS QUAY AND REES,15,W
Tuesday,QUEEN AND KINGSTON,20,E
Tuesday,ST CLAIR AND CLIFTON,3,E
Tuesday,GERRAD AND WOODBINE,29,W
Tuesday,QUEEN AND BROADVIEW,6,E
Tuesday,684 SPADINA,10,S
Tuesday,SPADINA AND QUEENS QUA,8,S
Tuesday,1059 LAKE SHORE BLVD E,10,N
Tuesday,BATHURST AND WOLSELEY,8,N
Tuesday,ST CLAIR AND GUNNS,5,E
Tuesday,WOLSELEY LOOP,8,W
Tuesday,SPADINA AND QUEEN,8,N
Tuesday,SPADINA AND WILLCOCKS,10,N
Tuesday,WOLSELEY LOOP,8,N
Tuesday,COLLEGE AND SPADINA,15,W
Tuesday,COLLEGE AND HAVELOCK,18,W
Tuesday,HUMBER LOOP,10,W
Tuesday,GERRARD AND BROADVIEW,10,E
Tuesday,QUEEN AND JONES,8,E
Tuesday,CHARLOTTE LOOP,10,E
Tuesday,KING AND SUMACH,5,E
Tuesday,KING AND SPADINA,5,E
Tuesday,WILSON GARAGE,5,W
Tuesday,DUNDAS AND BAY,9,E
Tuesday,KING AND PORTLAND,5,W
Tuesday,BATHURST AND KING,10,W
Tuesday,BATHURST AND COLLEGE,10,S
Tuesday,KING AND RONCESVALLES,10,W
Tuesday,KING AND SUMACH,10,E
Tuesday,DISTILLERY LOOP,10,W
Tuesday,DUNDAS WEST STATION,10,W
Tuesday,KING AND CHURCH,10,E
Wednesday,RICHMOND AND YONGE,7,W
Wednesday,QUEEN AND JARVIS,8,E
Wednesday,FLEET AND BATHURST,8,W
Wednesday,COLLEGE AND SPADINA,8,W
Wednesday,ST CLAIR W AND WINONA,3,E
Wednesday,KING AND CHURCH,15,E
Wednesday,COLLEGE AND OSSINGTON,10,W
Wednesday,SPADINA AND QUEEN,10,S
Wednesday,SPADINA AND KING,10,S
Wednesday,KING AND YONGE,23,E
Wednesday,KING AND YORK,16,E
Wednesday,KING AND YORK,16,E
Wednesday,EXHIBITION LOOP,13,E
Wednesday,COLLEGE AND YONGE,16,W
Wednesday,MCCAUL LOOP,10,E
Wednesday,DUNDAS AND SORAUREN,10,W
Wednesday,BATHURST AND DUNDAS,10,E
Wednesday,DUNDAS AND DENISON,10,W
Wednesday,SPADINA AND BREMNER,10,S
Wednesday,SPADINA AND DUNDAS,9,W
Wednesday,GUNNS AND TARRAGONA,5,E
Wednesday,GERRARD AND ST MATHEWS,5,W
Wednesday,QUEEN AND BAY,35,E
Wednesday,QUEEN AND RONCESVALLES,10,W
Wednesday,ERINDALE AND BROADVIEW,5,W
Wednesday,GERRARD AND PARLIAMENT,9,E
Wednesday,RICHMOND AND SPADINA,37,N
Wednesday,DUNDAS AND YONGE,19,W
Wednesday,DUNDAS AND CHURCH,10,E
Wednesday,KINGSTON LOOP,10,E
Wednesday,MAIN STREET STATION,11,E
Wednesday,DISTILLERY LOOP,10,W
Wednesday,DUNDAS AND UNIVERSITY,27,E
Wednesday,FLEET AND BATHURST,10,S
Wednesday,SPADINA AND FRONT,10,N
Wednesday,RONCESVALLES AND KING,10,E
Wednesday,RONCESVALLES AND KING,10,E
Wednesday,BATHURST AND KING,10,S
Wednesday,KING AND RONCY,10,W
Wednesday,KING AND QUEEN W,10,W
Wednesday,DUNDAS AND GLADSTONE,42,E
Wednesday,KING AND BATHRUST,20,W
Wednesday,KING AND BATURST,20,W
Wednesday,KING AND BATHURST,20,W
Wednesday,KING AND BATHURST,20,W
Wednesday,KING AND BATHURST,20,E
Wednesday,KING AND BATHURST,20,W
Wednesday,KING AND WALNUT,10,W
Wednesday,BROADVIEW AND WOLFREY,10,W
Wednesday,HOWARD PARK AND RONCES,10,E
Thursday,QUEEN AND COXWELL,10,W
Thursday,QUEEN AND CONNAUGHT,13,E
Thursday,QUEEN AND RONCESVALLES,5,W
Thursday,YORK AND KING,7,N
Thursday,QUEEN AND AUGUSTA,18,W
Thursday,DUNDAS AND RUSHOLME,10,W
Thursday,ST. CLAIR AND FOREST H,3,W
Thursday,FLEET LOOP,9,E
Thursday,MILL AND CHERRY,10,W
Thursday,BINGHAM LOOP,14,W
Thursday,QUEEN AND PARLIAMENT,8,E
Thursday,DUNDAS AND BROADVIEW,10,E
Thursday,ST. CLAIR AND VAUGHAN,6,W
Thursday,ST CLAIR AND VAUGHAN,5,W
Thursday,QUEEN AND UNIVERSITY,8,E
Thursday,ST CLAIR AND OLD WESTO,5,W
Thursday,COXWELL AND QUEEN,10,E
Thursday,BROADVIEW AND GERRARD,10,E
Thursday,GERRERD AT GREENWOOD,21,E
Thursday,BROADVIEW AND QUEEN,8,E
Thursday,DUFFERIN AND GLENCARIN,7,N
Thursday,ST CLAIR STATION,6,S
Thursday,KING AND YONGE,10,E
Thursday,SPADINA AND LAKESHORE,10,S
Thursday,WOLSELEY LOOP,8,W
Thursday,KING AND QUEEN W,10,W
Thursday,DUNDAS AND CHURCH,22,E
Thursday,QUEEN AND BROCK,10,W
Thursday,KING AND SUMACH,9,E
Thursday,RONCESVALLES AND QUEEN,10,E
Thursday,DISTILLERY LOOP,50,W
Thursday,KING AND QUEEN,10,W
Thursday,QUEEN AND BROCK,10,E
Thursday,QUEEN AND LESLIE,10,W
Friday,KING AND QUEEN,10,E
Friday,KING AND TECUMSETH,10,E
Friday,KING AND TECUMSETH,10,E
Friday,KING AND TECUMSETH,10,E
Friday,DUNDAS WEST STATION,30,E
Friday,CNE LOOP SPARE TRACK,10,E
Friday,KING AND BAY,9,E
Friday,RONCESVALLES AND HOWAR,8,S
Friday,QUEENS QUAY / FERRY DO,15,W
Friday,QUEENS QUAY TUNNEL,15,N
Friday,KINGSTON LOOP,10,S
Friday,DUNDAS AND PARLIAMENT,10,E
Friday,NEVILLE PARK LOOP,10,E
Friday,QUEEN AND BATHURST,9,E
Friday,QUEENS QUAY AND DAN LE,10,W
Friday,KING AND QUEEN,47,W
Friday,SPADINA AND COLLEGE,9,W
Friday,SPADINA AND QUEENS QUA,12,E
Friday,SPADINA AND COLLEGE,10,N
Friday,QUEEN AND WOODBINE,56,W
Friday,1 DAVIES AVE,6,E
Friday,MCCAUL LOOP,10,W
Friday,MUNRO AND GERRARD,6,W
Friday,759A QUEEN ST E,6,E
Friday,BAY AND DUNDAS,10,S
Friday,QUEEN AND SILVERBIRCH,10,W
Friday,KING AND QUEEN,10,W
Friday,DUNDAS AND SHERBOURNE,18,E
Friday,LAKE SHORE AND LOUISA,10,W
Friday,DUNDAS WEST STATION,10,E
Friday,QUEEN AND SHAW,10,W
Friday,5 BROADVIEW AVE,10,E
Friday,SPADINA AND RICHMOND,17,N
Friday,DUNDAS AND MUNRO,10,E
Friday,KING AND RONCESVALLES,10,W
Friday,KING AND RONCESVALLES,10,W
Friday,KING AND DUNN,37,W
Friday,EDNA AND DUNDAS,10,W
Friday,COXWELL AND GERRARD,10,E
Friday,BATHURST AND FLEET,10,S
Saturday,SCARLETT AND ST CLAIR,10,S
Saturday,DUNDAS AND BATHURST,10,W
Saturday,KINGSTON AND MAIN ST,42,E
Saturday,MAIN STATION,10,W
Saturday,DUNDAS AND SPADINA,8,E
Saturday,CHARLOTTE LOOP,20,N
Saturday,QUEENS QUAY AND HARBOU,36,E
Saturday,QUEEN'S QUAY AND HARBO,38,E
Saturday,BROADVIEW AND GERRARD,15,N
Saturday,ST CLAIR AND OLD WESTO,6,W
Saturday,BROADVIEW AND GERRARD,8,N
Saturday,ST CLAIR STATION,5,W
Saturday,GERRARD AND COXWELL,10,E
Saturday,ST CLAIR AND CHRISTIE,5,W
Saturday,COLLEGE AND DUFFERIN,10,E
Saturday,QUEEN AND COXWELL,8,E
Saturday,COXWELL AND EASTWOOD,10,N
Saturday,KING AND UNIVERSITY,10,E
Saturday,WOLSELEY LOOP,5,E
Saturday,CHURCH AND KING,5,N
Saturday,DUNDAS AND BATHURST,10,E
Saturday,KING AND UNIVERSITY,20,W
Saturday,CHURCH AND KING,5,N
Saturday,SPADINA AND ADELAIDE,44,N
Saturday,LAKESHORE AND 37TH,20,W
Saturday,HUMBER AND QUEENSWAY,10,E
Saturday,KING AND QUEEN,10,W
Saturday,DUNDAS AND REGENT PAR,56,E
Saturday,KING AND JARVIS,10,E
Saturday,KING AND QUEEN,10,W
Saturday,KING AND DUFFERIN,10,W
Saturday,GERRARD AND BROADVIEW,10,W
Saturday,CHURCH AND KING,10,S
Sunday,THE QUEENSWAY AND RONC,10,E
Sunday,HOWARD PARK AND RONCES,10,W
Sunday,ST CLAIR AND AVENUE,8,E
Sunday,DISTILLERY LOOP,10,W
Sunday,LOWER GERRARD AND COXW,10,E
Sunday,COXWELL AND GERRARD,9,N
Sunday,QUEEN AND BATHURST,6,W
Sunday,BATHURST AND ST CLAIR,16,E
Sunday,SPADINA STATION,10,S
Sunday,QUEEN AND SPADINA,6,E
Sunday,DUNDAS AND SIMCOE,16,W
Sunday,BATHURST AND QUEEN,6,E
Sunday,QUEEN AND CARROLL,6,E
Sunday,DUNDAS AND SHERATON,9,W
Sunday,KING AND CHURCH,9,W
Sunday,UNION STATION,9,W
Sunday,WOLSELEY LOOP,9,W
Sunday,GERRARD AND GREENWOOD,6,W
Sunday,WOLSELEY LOOP,8,W
Sunday,GERRARD AND ALTON AVE,7,E
Sunday,SPADINA STATION,9,S
Sunday,QUEEN AND KINGSTON,10,E
Sunday,QUEEN AND KINGSTON,11,E
Sunday,BROADVIEW AND QUEEN,10,E
Sunday,NEVILLE LOOP,10,E
Sunday,DUNDAS AND HURON,10,W
Sunday,QUEENS QUAY AND LOWER,17,E
Sunday,BINGHAM LOOP,10,W
Sunday,MANITOBA AND STRACHAN,15,S
Sunday,RONSEVALLES AND QUEEN,10,E
Monday,ST CLAIR STATION,6,W
Monday,RONCESVALLES YARD,10,E
Monday,COLLEGE AND ELIZABETH,30,E
Monday,CASTLE FRANK STATION,6,E
Monday,BATHURST AND KING,10,N
Monday,MCCAUL,8,W
Monday,QUEENS QUAY AND FERRY,10,S
Monday,KING AT SHERBOURNE,6,W
Monday,COLLEGE AND SPADINA,6,W
Monday,QUEENS QUAY AND HARBOU,7,S
Monday,RONCESVALLES AND QUEEN,9,W
Monday,LAKE SHORE AND LOUISA,12,E
Monday,PARLIAMENT AND GERRARD,9,S
Monday,SHEBOURNE AND KING,8,E
Monday,PARLIAMENT AND DUNDAS,19,S
Monday,BATHURST AND WOLSELEY,10,N
Monday,SPADINA AND COLLEGE,8,S
Monday,CASTLE FRANK STATION,44,W
Monday,QUEEN AND CONNAUGHT,10,W
Monday,BATHURST AND KING,10,S
Monday,SPADINA AND WILLCOCKS,7,S
Monday,SPADINA AND KING,8,S
Monday,SPADINA STATION,10,W
Monday,ADELAIDE AND CHURCH,10,W
Monday,BERKELEY AND KING,6,N
Monday,GERRARD AND MATTHEWS,5,W
Monday,GERRARD AND LESLIE,10,W
Monday,COLLEGE AND BATHURST,19,W
Monday,QUEEN AND BROADVIEW,5,E
Monday,ST CLAIR AND DEER PARK,6,E
Monday,KING AND DOWLING,41,W
Monday,EXHIBITION LOOP,10,E
Monday,OSSINGTON AND COLLEGE,11,W
Monday,QUEEN AND BATHURST,5,W
Monday,HUMBER LOOP,10,S
Monday,ST CLAIR AND DUFFERIN,6,E
Monday,205 BATHURST ST,5,E
Monday,QUEEN AND KINGSTON,10,E
Monday,QUEEN AND SILVER BIRCH,10,W
Monday,DUNDAS WEST STATION,10,E
Monday,KING AND CHURCH,10,N
Monday,EXHIBITION LOOP,10,N
Monday,299 QUEENS QUAY W,10,W
Monday,ST CLAIR WEST STATION,10,W
Monday,CHURCH AND KING,10,E
Monday,DUNDAS AND BAY,10,E
Monday,KING AND PARLIAMENT,10,W
Monday,WELLINGTON AND YORK,8,W
Monday,WOLSELEY LOOP,8,E
Monday,QUEEN AND BATHURST,10,W
Monday,BATHURST STATION,10,S
Tuesday,DUNDAS WEST STATION,17,N
Tuesday,QUEEN AND JONES,14,W
Tuesday,DANFORTH AND BROADVIEW,30,W
Tuesday,QUEEN AND SUMACH,7,W
Tuesday,QUEEN AND RONCESVALLES,9,W
Tuesday,ST CLAIR STATION,6,W
Tuesday,KING AND CHURCH,10,W
Tuesday,PARLIAMENT AND GERRARD,10,E
Tuesday,GERRARD AND MUNRO (WES,8,W
Tuesday,COLLEGE AND BATHURST,12,W
Tuesday,ST. CLAIR STATION,6,W
Tuesday,DUNDAS WEST STATION,10,E
Tuesday,SPADINA AND QUEENS QUA,9,W
Tuesday,BROADVIEW AND DUNDAS,5,S
Tuesday,MOUNT PLEASANT AND ST,5,E
Tuesday,QUEEN AND KINGSTON,10,E
Tuesday,33 MANITOBA DR,8,E
Tuesday,QUEEN AND CARROLL,8,W
Tuesday,QUEEN AND AUGUSTA,8,E
Tuesday,EXHIBITION LOOP,10,E
Tuesday,QUEEN AND BAY,5,E
Tuesday,QUEEN AND BATHURST,10,E
Tuesday,QUEEN AND WOODFIELD,10,W
Tuesday,ST CLAIR AND LANSDOWNE,6,W
Tuesday,QUEEN AND KINGSTON,10,E
Tuesday,KING AND UNIVERSITY,10,E
Tuesday,WOLSELEY LOOP,8,E
Tuesday,PARLIAMENT AND SHUTER,10,W
Tuesday,COLLEGE AND LANSDOWNE,13,E
Tuesday,200 MCCAUL ST,10,S
Tuesday,QUEEN AND BATHURST,8,W
Tuesday,HUMBER LOOP,10,W
Tuesday,ADELAIDE AND CHURCH,10,W
Tuesday,ADELAIDE AND CHURCH,10,E
Tuesday,HUMBER LOOP,10,W
Wednesday,KING AND SUMACH,9,W
Wednesday,LAKESHORE AND KIPLING,32,W
Wednesday,KING AND SUMACH,26,W
Wednesday,KING AND DUFFERIN,8,E
Wednesday,KING AND BAY,5,E
Wednesday,QUEEN AND CAROLL,5,E
Wednesday,GERRARD AND GLENMOUNT,12,E
Wednesday,ST CLAIR AND OLD WESTO,5,E
Wednesday,BAY AND ADELAIDE,18,S
Wednesday,BAY AND ADELAIDE,18,E
Wednesday,KING AND CHURCH,10,E
Wednesday,LAKE SHORE AND BATHURS,40,W
Wednesday,2 QUEEN ST W,30,E
Wednesday,COXWELL AND QUEEN,33,N
Wednesday,HUMBER LOOP AT THE QUE,10,E
Wednesday,26 ST CLAIR,5,W
Wednesday,1402D QUEEN ST E,10,W
Wednesday,GUNNS AND ST CLAIR,5,E
Wednesday,KING AND WIDMER,36,W
Wednesday,KING AND YONGE,8,N
Wednesday,MCCAUL LOOP,54,W
Wednesday,536 COLLEGE ST,12,W
Wednesday,QUEEN AND CAROLINE,10,E
Wednesday,QUEEN AND CAROLINE,10,E
Wednesday,QUEEN AND BELLEFAIR,10,E
Wednesday,LAKE SHORE AND TWENTY,10,E
Wednesday,592 KINGSTON RD,10,W
Wednesday,GERRARD AND BROADVIEW,10,E
Wednesday,DUNDAS AND UNIVERSITY,10,W
Wednesday,570 SPADINA CRES,8,N
Wednesday,QUEENS QUAY AND SPADIN,40,S
Wednesday,QUEEN AND BROADVIEW,9,E
Wednesday,KING AND CHURCH,10,E
Wednesday,DUNDAS WEST STATION,15,E
Wednesday,KING AND CHURCH,16,W
Wednesday,KING AND CHURCH,16,E
Wednesday,KING AND CHURCH,16,W
Wednesday,KING AND JOHN,16,W
Wednesday,KING AT CHURCH,16,E
Wednesday,SPADINA AND KING,30,E
Wednesday,KING AND SPADINA,30,E
Wednesday,KING AND SPADINA,30,E
Wednesday,KING AND QUEEN,10,W
Wednesday,MUNRO AND GERRARD,10,W
Wednesday,RONCESVALLES AND QUEEN,10,W
Wednesday,KING AND QUEEN,10,E
Thursday,CASTLE FRANK STATION,18,W
Thursday,KING AND CHURCH,10,E
Thursday,WOODBINE AND GERRARD,30,W
Thursday,RONCESVALLES CARHOUSE,20,W
Thursday,EGLINTON DIVISION,5,W
Thursday,QUEENS QUAY WEST AND S,8,W
Thursday,GERRARD AND NORWOOD,21,E
Thursday,ST CLAIR AND GREENLAW,4,E
Thursday,ST CLAIR STATION,4,W
Thursday,BATHURST AND ST CLAIR,4,E
Thursday,COLLEGE AND BATHURST,14,W
Thursday,SPADINA AND COLLEGE,8,N
Thursday,GERRARD AND ST MATTHEW,8,E
Thursday,ST CLAIR STATION,5,W
Thursday,CHURCH AND RICHMOND,10,N
Thursday,CHURCH AND RICHMOND,10,N
Thursday,LESLIE CARHOUSE,10,E
Thursday,ST CLAIR AND AVENUE,5,E
Thursday,COXWELL AND LOWER GERR,9,E
Thursday,KING AND SPENCER,5,E
Thursday,BATHURST AND NASSAU,26,S
Thursday,ADELAIDE AND CHURCH,38,E
Thursday,QUEEN AND BATHURST,8,W
Thursday,QUEEN AND RONCESVALLES,8,E
Thursday,EGLINTON AND DON MILLS,5,E
Thursday,205 BATHURST ST,8,E
Thursday,PARLIAMENT AND FRONT,6,W
Thursday,SPADINA AND HARBORD,8,N
Thursday,667 QUEEN ST W,8,E
Thursday,1112 GERRARD ST E,14,E
Thursday,KING AND SUMACH,10,W
Thursday,ST CLAIR AND WINONA,6,W
Thursday,KING AND CHURCH,5,E
Thursday,BATHURST AND KING,30,N
Thursday,BATHURST AND WOLSELEY,8,E
Thursday,QUEEN'S QUAY AND YORK,49,E
Thursday,KINGSTON LOOP,10,E
Thursday,HUMBER LOOP,10,W
Thursday,QUEEN AND COXWELL,10,W
Thursday,NEVILLE LOOP,34,E
Thursday,QUEEN AND KINGSTON,10,E
Thursday,DUNDAS WEST STATION,1,E
Thursday,QUEENS QUAY AND REES,10,W
Thursday,DUNDAS WEST STATION,10,W
Thursday,UNION STATION,9,S
Thursday,QUEEN AND RONCESVALLES,10,E
Thursday,QUEEN AND RONCESVALLES,10,E
Thursday,QUEENS QUEAY AND SPADI,25,S
Thursday,CHURCH AND KING,1,E
Friday,UNION STATION,15,E
Friday,QUEEN AND RONCESVALLES,10,E
Friday,QUEEN AND RONCESVALLES,10,E
Friday,QUEEN AND RONCESVALLES,10,E
Friday,LESLIE CARHOUSE,9,N
Friday,QUEEN AND CAROLINE,25,E
Friday,BATHURST AND KING,5,W
Friday,ST CLAIR STATION,4,W
Friday,E/B ON GERRARD EAST OF,13,E
Friday,ST. CLAIR AND DUFFERIN,5,W
Friday,SPADINA STATION,8,S
Friday,QUEEN AND SPADINA,8,E
Friday,QUEEN AND SPADINA,8,E
Friday,QUEEN AND OSSIGNTON,10,W
Friday,KINGSTON LOOP,9,W
Friday,QUEENS QUAY AND REES,8,W
Friday,ST. CLAIR AND LANSDOWN,5,E
Friday,QUEEN AND EMPIRE,10,E
Friday,SPADINA AND DUNDAS,33,N
Friday,QUEEN AND SPADINA,10,W
Friday,SPADINA STATION,10,S
Friday,COLLEGE AND SPADINA,10,E
Friday,MUNRO AND GERRARD,5,W
Friday,COXWELL AND LOWER GERR,10,W
Friday,DUNDAS AND CHURCH,10,E
Friday,ST CLAIRE STATION,7,E
Friday,YORK AND KING,7,N
Friday,DUNDAS AND RONCESVALLE,10,E
Friday,RICHMOND AND VICTORIA,10,W
Friday,ST CLAIR STATION,3,W
Friday,DUNDAS AND BLOOR,10,W
Friday,QUEEN AND SAULTER,16,W
Friday,ROYAL YORK AND LAKE SH,10,E
Friday,BAY AND RICHMOND,5,N
Friday,QUEENS QUAY AND HARBOU,8,N
Friday,DUNDAS AND RIVER,10,E
Friday,BLOOR AND MARKHAM,10,E
Friday,CHARLOTTE LOOP,10,S
Friday,DUNDAS AND UNIVERSITY,10,E
Friday,KING AND CHURCH,10,E
Friday,KING AND YONGE,10,W
Friday,KING AND YONGE,28,W
Friday,KING AND YONGE,15,W
Friday,KINGSTON LOOP,10,W
Friday,EXHIBITION LOOP,10,E
Friday,"LAKESHORE, E OF PARKLA",10,E
Friday,THE QUEENSWAY AND ELLI,10,W
Friday,ST CLAIR STATION,12,W
Saturday,EXHIBITION LOOP,10,E
Saturday,KING AND BATHURST,10,E
Saturday,SUNNYSIDE LOOP,10,W
Saturday,QUEEN AND LESLIE,10,E
Saturday,DANFORTH AND BROADVIEW,60,W
Saturday,DUNDAS AND UNIVERSITY,9,W
Saturday,HUMBER LOOP AND QUEENS,10,E
Saturday,MAIN STREET STATION,10,W
Saturday,ST CLAIR AND OLD WESTO,6,E
Saturday,RONCESVALLES AND QUEEN,5,W
Saturday,CHURCH AND ADELAIDE,5,E
Saturday,FAIRFORD AND GERRARD,10,W
Saturday,ST CLAIR STATION,6,W
Saturday,SPADINA AND DUNDAS,8,S
Saturday,QUEEN AND SOHO,5,W
Saturday,QUEEN AND SOHO,5,W
Saturday,CHURCH AND ADELAIDE,5,E
Saturday,BROADVIEW AND GERRARD,5,N
Saturday,CARLTON AND CHURCH,9,E
Saturday,QUEEN AND DOVERCOURT,10,E
Saturday,PARLIAMENT AND CARLTON,35,S
Saturday,DUNDAS AND JARVIS,10,E
Saturday,DUNDAS AND BERKLEY,16,E
Saturday,VICTORIA AND DUNDAS,10,E
Saturday,HOWARD AND RONCESVALLE,10,S
Saturday,KING AND CHURCH,45,W
Saturday,DUNDAS AND ONTARIO,40,E
Saturday,KING AND CHURCH,10,W
Saturday,KING ST AND CHURCH,16,S
Saturday,RONCESVALLE AND QUEEN,10,N
Saturday,CHURCH AND KING,5,W
Saturday,KING AND ATLANTIC,50,E
Saturday,COXWELL AND GERRARD,10,E
Saturday,GERRARD AND COXWELL,45,E
Saturday,KING AND CHURCH,10,E
Saturday,BINGHAM LOOP,10,W
Saturday,LAKESHORE AND DUNN,8,N
Saturday,KING AND SPRINGHUST,10,E
Saturday,KING AND CHURCH,10,E
Saturday,KINGSTON AND QUEEN,10,E
Saturday,LAKESHORE AND NORRIS C,10,E
Saturday,DUNDAS AND SORAUREN,20,E
Saturday,DUNDAS AND SORAUREN,15,E
Saturday,KING AND CHURCH,10,N
Saturday,KING AND CHURCH,12,E
Saturday,HOWARD PARK AND DUNDAS,15,E
Saturday,COLLEGE AND GRACE,21,W
Saturday,QUEEN AND RONCESVALLES,10,W
Sunday,HIGH PARK STATION,10,E
Sunday,MUNRO AND GERRARD,5,W
Sunday,DUNDAS WEST STATION,30,W
Sunday,LAKESHORE AND BROWNS L,10,W
Sunday,QUEEN AND CARLAW,5,W
Sunday,YONGE AND ST CLAIR,8,W
Sunday,CHURCH AND ADELAIDE,10,E
Sunday,CHERRY AND FRONT,10,W
Sunday,QUEEN AND WOODFIELD,10,E
Sunday,GERRARD AND BROADVIEW,10,N
Sunday,COXWELL AND GERRARD,9,S
Sunday,KINGSTON AND QUEEN,10,E
Sunday,BROADVIEW AND QUEEN,10,N
Sunday,SPADINA STATION,8,S
Sunday,DUFFERIN AND KING,10,E
Sunday,QUEEN AND BROADVIEW,10,W
Sunday,GERRARD AND MUNROE,6,W
Sunday,QUEENS QUAY AND REES,10,N
Sunday,SPADINA AND DUNDAS,54,S
Sunday,MCCAUL LOOP,10,W
Sunday,WOLSELEY LOOP,6,E
Sunday,QUEEN AND BROADVIEW,10,W
Sunday,GERRARD AND MUNRO,10,W
Monday,GERRARD AND MARJORY,30,W
Monday,GERRARD AND BOWMORE RD,10,W
Monday,LAKESHORE AND BROWNS L,30,W
Monday,LONG BRANCH LOOP,14,E
Monday,BINGHAM LOOP,9,W
Monday,QUEENS QUAY LOOP,10,N
Monday,COLLEGE AND ELIZABETH,10,W
Monday,QUEEN AND BROADVIEW,6,E
Monday,SPADINA AND COLLEGE,10,N
Monday,WOLOSELEY LOOP,8,E
Monday,QUEEN AND KINGSTON,8,E
Monday,QUEEN AND RONCESVALLES,7,E
Monday,QUEEN AND SPADINA,10,E
Monday,WOSELEY LOOP,10,W
Monday,1238 QUEEN ST E,5,W
Monday,SUNNYSIDE LOOP,10,E
Monday,KINGSTON AND BINGHAM,10,W
Monday,LANDSDOWNE AND COLLEGE,9,E
Monday,HUMBER LOOP,10,W
Monday,YORK AND KING,10,E
Monday,QUEEN AND SPADINA,5,W
Monday,ST CLAIR AND LAUGHTON,3,E
Monday,BATHURST STATION,10,S
Monday,DUNDAS AND BROADVIEW,5,W
Monday,2034 QUEEN ST E,10,E
Monday,KING AND SUMACH,10,E
Monday,ST CLAIR STATION,3,S
Monday,KING AND SUMACH,20,E
Monday,KING AND PARLIAMENT,16,E
Monday,CHURCH AND RICHMOND,15,W
Monday,NEVILLE LOOP,10,W
Monday,CHARLOTTE AND OXLEY,10,E
Monday,OSSINGTON AND QUEEN,10,E
Monday,HUMBER LOOP,10,E
Monday,KING ST AND JEFFERSON,8,E
Monday,QUEEN AND JOHN,10,E
Monday,GERRARD AND MONROE,10,E
Monday,QUEENS QUAY AND HARBOU,10,S
Monday,COXWELL AND QUEEN,33,N
Monday,BINGHAM LOOP,10,W
Monday,QUEENS QUAY AND LOWER,10,W
Monday,QUEEN AND ST PATRICK,10,E
Tuesday,QUEENS QUAY AND YORK,44,E
Tuesday,QUEENSWAY AND RONCESVA,10,W
Tuesday,RONCESVALLES YARD,8,E
Tuesday,KING STATION,8,E
Tuesday,DUNDAS AND JARVIS,9,E
Tuesday,DUNDAS AND JARVIS,29,E
Tuesday,SPADINA AND KING,10,N
Tuesday,KING AND BATHURST,5,W
Tuesday,KING AND BATHURST,5,W
Tuesday,WOLOSELEY LOOP,5,E
Tuesday,SPADINA AND COLLEGE,10,S
Tuesday,KING AND BATHURST,5,W
Tuesday,KING AND BATHURST,5,W
Tuesday,COLLEGE AND BATHURST,12,W
Tuesday,KING AND BATHURST,5,W
Tuesday,BATHURST AND WOLSELEY,5,N
Tuesday,CHARLOTTE LOOP,10,S
Tuesday,ST CLAIR AND WYCHWOOD,8,E
Tuesday,WILSON GARAGE,5,W
Tuesday,DUNDAS AND BATHURST,10,E
Tuesday,RONCESVALLES YARD,10,W
Tuesday,SPADINA STATION,20,E
Tuesday,BINGHAM LOOP,11,W
Tuesday,GUNNS LOOP,5,S
Tuesday,196 BATHURST ST,8,E
Tuesday,1733 WOODBINE LOOP,10,W
Tuesday,HUMBER LOOP,10,W
Tuesday,QUEEN AND SHERBOURNE,46,E
Tuesday,QUEEN AND PAPE,10,W
Tuesday,215 QUEEN ST E,8,E
Tuesday,QUEEN AND BATHURST,5,E
Tuesday,GERRARD AND DEGRASSI,10,W
Tuesday,65 ST CLAIR AVE E,6,W
Tuesday,KING AND UNIVERSITY,10,N
Tuesday,LANSDOWNE AND ST CLAIR,27,E
Tuesday,LONG BRANCH LOOP,10,E
Tuesday,THE QUEENSWAY AND SOUT,10,E
Wednesday,YORK AND RICHMOND,30,N
Wednesday,QUEEN AND BROADVIEW,10,E
Wednesday,CASTLE FRANK STATION,5,E
Wednesday,DUNDAS AND STERLING,8,W
Wednesday,GERRARD AND JONES,9,W
Wednesday,DUNDAS AND PARLIAMENT,10,E
Wednesday,KINGSTON RD AND QUEEN,10,E
Wednesday,ST CLAIR AND DUNWEGAN,5,W
Wednesday,KING AND YONGE,20,W
Wednesday,CHARLOTTE LOOP,20,W
Wednesday,SPADINA STATION,9,N
Wednesday,WOLSELEY LOOP,8,E
Wednesday,SPADINA STATION,10,N
Wednesday,GUNNS AND ST. CLAIR,5,E
Wednesday,WOLSELEY LOOP,8,E
Wednesday,HUMBER LOOP,10,E
Wednesday,ST CLAIR STATION,4,W
Wednesday,ST CLAIR STATION,3,E
Wednesday,QUEEN AND SPADINA,5,E
Wednesday,YORK AND KING,10,E
